timestamp,machine_id,temperature,status,error_code
2026-04-20 18:39:12,MACH-008,68.98,OK,NONE
2026-04-20 18:39:16,MACH-007,65.49,OK,NONE
2026-04-20 18:39:17,MACH-010,83.73,WARNING,NONE
2026-04-20 18:39:19,MACH-006,67.62,OK,NONE
2026-04-20 18:39:22,MACH-009,66.83,WARNING,E-01
2026-04-20 18:39:25,MACH-003,89.55,ERROR,E-99
2026-04-20 18:39:28,MACH-006,68.95,WARNING,NONE
2026-04-20 18:39:33,MACH-004,89.55,ERROR,E-99
2026-04-20 18:39:34,MACH-010,76.45,WARNING,NONE
2026-04-20 18:39:36,MACH-009,69.46,OK,NONE
2026-04-20 18:39:37,MACH-004,66.61,ERROR,E-03
2026-04-20 18:39:39,MACH-008,79.92,OK,NONE
2026-04-20 18:39:43,MACH-009,82.36,WARNING,E-02
2026-04-20 18:39:45,MACH-007,79.57,OK,NONE
2026-04-20 18:39:50,MACH-003,66.62,WARNING,NONE
2026-04-20 18:39:55,MACH-007,65.94,WARNING,NONE
2026-04-20 18:39:56,MACH-002,81.1,ERROR,E-99
2026-04-20 18:40:00,MACH-003,77.6,OK,NONE
2026-04-20 18:40:05,MACH-005,74.55,OK,NONE
2026-04-20 18:40:07,MACH-003,81.02,OK,NONE
2026-04-20 18:40:11,MACH-008,88.9,ERROR,E-99
2026-04-20 18:40:12,MACH-008,72.12,OK,NONE
2026-04-20 18:40:13,MACH-009,79.37,ERROR,NONE
2026-04-20 18:40:16,MACH-006,71.79,OK,NONE
2026-04-20 18:40:21,MACH-006,68.08,OK,NONE
2026-04-20 18:40:22,MACH-009,71.43,OK,NONE
2026-04-20 18:40:24,MACH-004,80.71,OK,NONE
2026-04-20 18:40:27,MACH-009,65.71,OK,NONE
2026-04-20 18:40:32,MACH-010,73.68,OK,NONE
2026-04-20 18:40:34,MACH-010,84.06,OK,NONE
2026-04-20 18:40:39,MACH-004,82.71,OK,NONE
2026-04-20 18:40:44,MACH-010,82.56,ERROR,E-99
2026-04-20 18:40:47,MACH-007,72.38,OK,NONE
2026-04-20 18:40:50,MACH-008,70.38,OK,NONE
2026-04-20 18:40:54,MACH-004,80.41,WARNING,NONE
2026-04-20 18:40:57,MACH-009,70.45,WARNING,NONE
2026-04-20 18:40:59,MACH-007,66.33,OK,NONE
2026-04-20 18:41:04,MACH-005,78.47,OK,NONE
2026-04-20 18:41:09,MACH-006,88.42,ERROR,E-99
2026-04-20 18:41:10,MACH-003,73.88,WARNING,E-01
2026-04-20 18:41:11,MACH-001,72.81,OK,NONE
2026-04-20 18:41:15,MACH-008,74.44,OK,NONE
2026-04-20 18:41:16,MACH-006,86.48,ERROR,E-99
2026-04-20 18:41:17,MACH-002,69.11,ERROR,E-02
2026-04-20 18:41:18,MACH-002,76.67,WARNING,NONE
2026-04-20 18:41:20,MACH-002,66.98,ERROR,NONE
2026-04-20 18:41:21,MACH-010,74.18,OK,NONE
2026-04-20 18:41:25,MACH-007,82.02,OK,NONE
2026-04-20 18:41:28,MACH-008,83.21,WARNING,E-02
2026-04-20 18:41:32,MACH-006,79.35,WARNING,E-01
2026-04-20 18:41:37,MACH-001,81.59,OK,NONE
2026-04-20 18:41:42,MACH-002,65.75,OK,NONE
2026-04-20 18:41:45,MACH-004,84.86,OK,NONE
2026-04-20 18:41:50,MACH-008,79.37,OK,NONE
2026-04-20 18:41:52,MACH-003,82.44,OK,NONE
2026-04-20 18:41:54,MACH-010,67.02,OK,NONE
2026-04-20 18:41:55,MACH-005,80.01,ERROR,E-03
2026-04-20 18:42:00,MACH-009,73.07,OK,NONE
2026-04-20 18:42:01,MACH-006,88.07,ERROR,E-99
2026-04-20 18:42:02,MACH-005,77.46,OK,NONE
2026-04-20 18:42:04,MACH-003,74.24,WARNING,E-99
2026-04-20 18:42:05,MACH-003,76.79,OK,NONE
2026-04-20 18:42:09,MACH-010,80.59,WARNING,E-03
2026-04-20 18:42:10,MACH-008,80.11,OK,NONE
2026-04-20 18:42:11,MACH-006,66.51,WARNING,E-01
2026-04-20 18:42:16,MACH-004,77.32,OK,NONE
2026-04-20 18:42:18,MACH-001,77.67,WARNING,NONE
2026-04-20 18:42:20,MACH-010,69.91,OK,NONE
2026-04-20 18:42:23,MACH-005,69.52,ERROR,NONE
2026-04-20 18:42:25,MACH-010,87.97,ERROR,E-99
2026-04-20 18:42:28,MACH-009,85.31,ERROR,E-99
2026-04-20 18:42:33,MACH-006,68.77,OK,NONE
2026-04-20 18:42:38,MACH-009,67.78,OK,NONE
2026-04-20 18:42:41,MACH-004,78.58,WARNING,E-03
2026-04-20 18:42:46,MACH-007,65.01,OK,NONE
2026-04-20 18:42:47,MACH-004,82.23,OK,NONE
2026-04-20 18:42:50,MACH-005,82.76,WARNING,E-02
2026-04-20 18:42:54,MACH-001,84.72,OK,NONE
2026-04-20 18:42:56,MACH-007,89.78,ERROR,E-99
2026-04-20 18:42:59,MACH-005,86.3,ERROR,E-99
2026-04-20 18:43:03,MACH-004,86.48,ERROR,E-99
2026-04-20 18:43:05,MACH-004,85.12,ERROR,E-99
2026-04-20 18:43:09,MACH-009,77.4,OK,NONE
2026-04-20 18:43:14,MACH-006,82.64,OK,NONE
2026-04-20 18:43:18,MACH-007,73.23,OK,NONE
2026-04-20 18:43:20,MACH-004,81.27,OK,NONE
2026-04-20 18:43:24,MACH-001,89.29,ERROR,E-99
2026-04-20 18:43:26,MACH-010,80.96,OK,NONE
2026-04-20 18:43:28,MACH-006,72.25,OK,NONE
2026-04-20 18:43:30,MACH-009,80.41,WARNING,E-02
2026-04-20 18:43:32,MACH-008,72.18,ERROR,NONE
2026-04-20 18:43:34,MACH-003,80.77,OK,NONE
2026-04-20 18:43:36,MACH-002,68.61,ERROR,E-01
2026-04-20 18:43:37,MACH-004,84.77,OK,NONE
2026-04-20 18:43:38,MACH-004,85.19,ERROR,E-99
2026-04-20 18:43:39,MACH-010,67.52,OK,NONE
2026-04-20 18:43:40,MACH-009,78.94,OK,NONE
2026-04-20 18:43:41,MACH-002,88.33,ERROR,E-99
2026-04-20 18:43:44,MACH-010,85.81,ERROR,E-99
2026-04-20 18:43:45,MACH-007,79.56,ERROR,E-03
2026-04-20 18:43:46,MACH-007,83.7,WARNING,E-03
2026-04-20 18:43:49,MACH-004,79.53,ERROR,E-99
2026-04-20 18:43:52,MACH-005,74.71,OK,NONE
2026-04-20 18:43:53,MACH-005,85.98,ERROR,E-99
2026-04-20 18:43:55,MACH-009,84.84,ERROR,NONE
2026-04-20 18:43:57,MACH-001,74.23,OK,NONE
2026-04-20 18:43:58,MACH-007,66.88,OK,NONE
2026-04-20 18:43:59,MACH-005,78.35,OK,NONE
2026-04-20 18:44:00,MACH-008,85.21,ERROR,E-99
2026-04-20 18:44:05,MACH-006,87.5,ERROR,E-99
2026-04-20 18:44:09,MACH-005,85.67,ERROR,E-99
2026-04-20 18:44:10,MACH-001,87.82,ERROR,E-99
2026-04-20 18:44:11,MACH-004,73.59,OK,NONE
2026-04-20 18:44:14,MACH-008,86.42,ERROR,E-99
2026-04-20 18:44:18,MACH-001,80.2,WARNING,NONE
2026-04-20 18:44:22,MACH-010,75.92,OK,NONE
2026-04-20 18:44:24,MACH-002,77.29,OK,NONE
2026-04-20 18:44:25,MACH-003,76.27,WARNING,NONE
2026-04-20 18:44:27,MACH-010,74.93,OK,NONE
2026-04-20 18:44:31,MACH-007,81.99,OK,NONE
2026-04-20 18:44:35,MACH-009,87.1,ERROR,E-99
2026-04-20 18:44:40,MACH-006,73.15,WARNING,NONE
2026-04-20 18:44:44,MACH-009,72.37,OK,NONE
2026-04-20 18:44:46,MACH-005,73.75,ERROR,E-03
2026-04-20 18:44:47,MACH-001,73.75,ERROR,NONE
2026-04-20 18:44:51,MACH-001,71.36,OK,NONE
2026-04-20 18:44:55,MACH-009,71.14,OK,NONE
2026-04-20 18:44:56,MACH-007,89.29,ERROR,E-99
2026-04-20 18:44:58,MACH-006,76.95,OK,NONE
2026-04-20 18:45:02,MACH-007,87.74,ERROR,E-99
2026-04-20 18:45:03,MACH-010,65.39,OK,NONE
2026-04-20 18:45:04,MACH-004,72.59,OK,NONE
2026-04-20 18:45:09,MACH-002,73.96,OK,NONE
2026-04-20 18:45:14,MACH-003,70.33,OK,NONE
2026-04-20 18:45:17,MACH-010,85.07,ERROR,E-99
2026-04-20 18:45:22,MACH-008,88.99,ERROR,E-99
2026-04-20 18:45:25,MACH-005,67.9,ERROR,E-01
2026-04-20 18:45:26,MACH-002,70.11,OK,NONE
2026-04-20 18:45:27,MACH-010,75.12,OK,NONE
2026-04-20 18:45:32,MACH-003,73.48,WARNING,NONE
2026-04-20 18:45:35,MACH-009,84.86,OK,NONE
2026-04-20 18:45:36,MACH-010,69.66,OK,NONE
2026-04-20 18:45:41,MACH-008,65.38,OK,NONE
2026-04-20 18:45:42,MACH-008,83.39,OK,NONE
2026-04-20 18:45:43,MACH-010,79.13,WARNING,E-03
2026-04-20 18:45:47,MACH-004,78.59,OK,NONE
2026-04-20 18:45:52,MACH-009,79.25,ERROR,E-03
2026-04-20 18:45:53,MACH-010,79.15,OK,NONE
2026-04-20 18:45:57,MACH-003,72.94,OK,NONE
2026-04-20 18:46:02,MACH-009,68.82,WARNING,NONE
2026-04-20 18:46:05,MACH-001,84.74,WARNING,NONE
2026-04-20 18:46:09,MACH-007,69.95,ERROR,E-02
2026-04-20 18:46:11,MACH-010,88.89,ERROR,E-99
2026-04-20 18:46:12,MACH-006,88.68,ERROR,E-99
2026-04-20 18:46:13,MACH-009,74.03,OK,NONE
2026-04-20 18:46:18,MACH-005,85.12,ERROR,E-99
2026-04-20 18:46:20,MACH-008,80.44,OK,NONE
2026-04-20 18:46:25,MACH-009,74.12,OK,NONE
2026-04-20 18:46:26,MACH-010,74.19,OK,NONE
2026-04-20 18:46:27,MACH-001,65.61,ERROR,E-02
2026-04-20 18:46:32,MACH-004,75.32,ERROR,NONE
2026-04-20 18:46:33,MACH-009,88.2,ERROR,E-99
2026-04-20 18:46:37,MACH-006,69.99,OK,NONE
2026-04-20 18:46:40,MACH-007,67.29,WARNING,E-99
2026-04-20 18:46:43,MACH-008,75.22,ERROR,E-01
2026-04-20 18:46:48,MACH-001,66.59,OK,NONE
2026-04-20 18:46:50,MACH-001,86.0,ERROR,E-99
2026-04-20 18:46:51,MACH-003,87.88,ERROR,E-99
2026-04-20 18:46:52,MACH-007,69.66,WARNING,NONE
2026-04-20 18:46:54,MACH-006,75.95,OK,NONE
2026-04-20 18:46:57,MACH-006,80.35,WARNING,E-03
2026-04-20 18:47:01,MACH-001,77.59,OK,NONE
2026-04-20 18:47:04,MACH-004,88.67,ERROR,E-99
2026-04-20 18:47:08,MACH-005,74.25,WARNING,NONE
2026-04-20 18:47:09,MACH-006,65.48,OK,NONE
2026-04-20 18:47:11,MACH-009,80.67,OK,NONE
2026-04-20 18:47:16,MACH-006,71.82,OK,NONE
2026-04-20 18:47:20,MACH-003,66.92,OK,NONE
2026-04-20 18:47:25,MACH-006,68.97,WARNING,NONE
2026-04-20 18:47:29,MACH-003,76.51,WARNING,NONE
2026-04-20 18:47:32,MACH-002,82.08,ERROR,E-02
2026-04-20 18:47:33,MACH-003,70.2,WARNING,NONE
2026-04-20 18:47:37,MACH-004,87.71,ERROR,E-99
2026-04-20 18:47:39,MACH-006,86.75,ERROR,E-99
2026-04-20 18:47:41,MACH-002,78.31,OK,NONE
2026-04-20 18:47:45,MACH-002,77.89,ERROR,E-01
2026-04-20 18:47:49,MACH-007,89.98,ERROR,E-99
2026-04-20 18:47:52,MACH-009,73.83,WARNING,E-03
2026-04-20 18:47:57,MACH-008,88.03,ERROR,E-99
2026-04-20 18:47:58,MACH-003,74.17,OK,NONE
2026-04-20 18:48:00,MACH-008,81.21,OK,NONE
2026-04-20 18:48:02,MACH-009,68.14,WARNING,E-99
2026-04-20 18:48:04,MACH-009,80.66,OK,NONE
2026-04-20 18:48:09,MACH-007,77.59,OK,NONE
2026-04-20 18:48:13,MACH-003,75.01,OK,NONE
2026-04-20 18:48:18,MACH-007,70.06,OK,NONE
2026-04-20 18:48:23,MACH-001,79.14,OK,NONE
2026-04-20 18:48:25,MACH-007,75.34,OK,NONE
2026-04-20 18:48:27,MACH-002,71.6,ERROR,E-03
2026-04-20 18:48:30,MACH-009,76.8,OK,NONE
2026-04-20 18:48:33,MACH-002,77.24,ERROR,NONE
2026-04-20 18:48:37,MACH-002,75.05,OK,NONE
2026-04-20 18:48:40,MACH-008,81.77,OK,NONE
2026-04-20 18:48:44,MACH-008,70.96,OK,NONE
2026-04-20 18:48:48,MACH-003,75.46,OK,NONE
2026-04-20 18:48:51,MACH-002,73.89,OK,NONE
2026-04-20 18:48:56,MACH-001,75.78,OK,NONE
2026-04-20 18:48:58,MACH-010,69.96,OK,NONE
2026-04-20 18:49:03,MACH-010,77.2,OK,NONE
2026-04-20 18:49:06,MACH-001,89.8,ERROR,E-99
2026-04-20 18:49:09,MACH-005,85.61,ERROR,E-99
2026-04-20 18:49:14,MACH-002,65.13,OK,NONE
2026-04-20 18:49:16,MACH-005,84.96,OK,NONE
2026-04-20 18:49:20,MACH-008,84.45,OK,NONE
2026-04-20 18:49:23,MACH-005,86.66,ERROR,E-99
2026-04-20 18:49:24,MACH-004,82.82,OK,NONE
2026-04-20 18:49:28,MACH-010,80.65,WARNING,NONE
2026-04-20 18:49:32,MACH-002,84.08,OK,NONE
2026-04-20 18:49:35,MACH-002,85.04,ERROR,E-99
2026-04-20 18:49:39,MACH-009,79.27,WARNING,E-99
2026-04-20 18:49:42,MACH-010,73.37,OK,NONE
2026-04-20 18:49:43,MACH-002,84.12,OK,NONE
2026-04-20 18:49:44,MACH-009,65.22,OK,NONE
2026-04-20 18:49:45,MACH-002,71.97,OK,NONE
2026-04-20 18:49:48,MACH-008,70.91,OK,NONE
2026-04-20 18:49:52,MACH-003,75.73,ERROR,NONE
2026-04-20 18:49:57,MACH-010,78.11,WARNING,NONE
2026-04-20 18:50:00,MACH-010,84.9,WARNING,NONE
2026-04-20 18:50:03,MACH-001,84.14,OK,NONE
2026-04-20 18:50:04,MACH-008,69.51,OK,NONE
2026-04-20 18:50:06,MACH-001,67.98,ERROR,NONE
2026-04-20 18:50:08,MACH-009,86.79,ERROR,E-99
2026-04-20 18:50:11,MACH-010,76.13,ERROR,E-99
2026-04-20 18:50:14,MACH-006,73.81,OK,NONE
2026-04-20 18:50:16,MACH-006,81.76,OK,NONE
2026-04-20 18:50:20,MACH-009,85.57,ERROR,E-99
2026-04-20 18:50:25,MACH-005,69.57,OK,NONE
2026-04-20 18:50:28,MACH-001,70.5,OK,NONE
2026-04-20 18:50:31,MACH-007,81.36,OK,NONE
2026-04-20 18:50:33,MACH-010,88.69,ERROR,E-99
2026-04-20 18:50:38,MACH-008,65.9,OK,NONE
2026-04-20 18:50:39,MACH-007,79.63,OK,NONE
2026-04-20 18:50:43,MACH-003,71.24,OK,NONE
2026-04-20 18:50:46,MACH-001,88.65,ERROR,E-99
2026-04-20 18:50:47,MACH-003,73.24,WARNING,E-99
2026-04-20 18:50:48,MACH-002,65.5,WARNING,E-99
2026-04-20 18:50:49,MACH-007,66.46,OK,NONE
2026-04-20 18:50:53,MACH-010,71.51,ERROR,NONE
2026-04-20 18:50:54,MACH-007,74.73,OK,NONE
2026-04-20 18:50:59,MACH-004,85.77,ERROR,E-99
2026-04-20 18:51:04,MACH-002,76.95,OK,NONE
2026-04-20 18:51:05,MACH-010,79.6,ERROR,NONE
2026-04-20 18:51:07,MACH-008,87.72,ERROR,E-99
2026-04-20 18:51:10,MACH-004,70.15,WARNING,E-02
2026-04-20 18:51:13,MACH-010,83.87,WARNING,NONE
2026-04-20 18:51:17,MACH-006,78.44,OK,NONE
2026-04-20 18:51:18,MACH-002,67.6,OK,NONE
2026-04-20 18:51:20,MACH-009,76.93,WARNING,NONE
2026-04-20 18:51:22,MACH-003,76.54,OK,NONE
2026-04-20 18:51:25,MACH-003,76.67,ERROR,NONE
2026-04-20 18:51:26,MACH-001,84.65,ERROR,E-99
2026-04-20 18:51:28,MACH-010,72.53,WARNING,NONE
2026-04-20 18:51:32,MACH-009,81.79,ERROR,NONE
2026-04-20 18:51:36,MACH-007,70.55,ERROR,NONE
2026-04-20 18:51:40,MACH-001,79.19,ERROR,NONE
2026-04-20 18:51:41,MACH-009,77.22,OK,NONE
2026-04-20 18:51:42,MACH-001,87.66,ERROR,E-99
2026-04-20 18:51:47,MACH-008,80.29,WARNING,E-01
2026-04-20 18:51:49,MACH-008,86.0,ERROR,E-99
2026-04-20 18:51:54,MACH-010,87.36,ERROR,E-99
2026-04-20 18:51:57,MACH-004,70.19,WARNING,NONE
2026-04-20 18:51:59,MACH-006,72.85,OK,NONE
2026-04-20 18:52:02,MACH-008,82.7,WARNING,NONE
2026-04-20 18:52:05,MACH-001,77.55,OK,NONE
2026-04-20 18:52:09,MACH-008,86.99,ERROR,E-99
2026-04-20 18:52:10,MACH-001,86.25,ERROR,E-99
2026-04-20 18:52:12,MACH-001,83.89,ERROR,E-03
2026-04-20 18:52:13,MACH-009,76.5,OK,NONE
2026-04-20 18:52:18,MACH-008,73.87,OK,NONE
2026-04-20 18:52:19,MACH-003,75.63,ERROR,NONE
2026-04-20 18:52:22,MACH-005,80.15,OK,NONE
2026-04-20 18:52:24,MACH-006,71.74,ERROR,E-99
2026-04-20 18:52:29,MACH-001,74.03,WARNING,E-99
2026-04-20 18:52:34,MACH-007,70.42,OK,NONE
2026-04-20 18:52:37,MACH-003,81.14,WARNING,E-03
2026-04-20 18:52:40,MACH-010,75.15,OK,NONE
2026-04-20 18:52:43,MACH-007,84.77,WARNING,E-02
2026-04-20 18:52:47,MACH-009,86.28,ERROR,E-99
2026-04-20 18:52:52,MACH-010,70.47,OK,NONE
2026-04-20 18:52:53,MACH-009,77.42,WARNING,E-03
2026-04-20 18:52:55,MACH-003,66.06,OK,NONE
2026-04-20 18:52:57,MACH-009,79.01,ERROR,E-03
2026-04-20 18:53:00,MACH-010,89.73,ERROR,E-99
2026-04-20 18:53:05,MACH-004,69.38,OK,NONE
2026-04-20 18:53:06,MACH-009,85.64,ERROR,E-99
2026-04-20 18:53:11,MACH-010,81.31,OK,NONE
2026-04-20 18:53:12,MACH-004,76.09,OK,NONE
2026-04-20 18:53:13,MACH-010,72.01,ERROR,E-03
2026-04-20 18:53:14,MACH-001,83.68,OK,NONE
2026-04-20 18:53:17,MACH-003,71.32,ERROR,NONE
2026-04-20 18:53:22,MACH-008,71.79,WARNING,E-99
2026-04-20 18:53:23,MACH-004,72.05,OK,NONE
2026-04-20 18:53:28,MACH-007,70.9,OK,NONE
2026-04-20 18:53:33,MACH-005,80.69,OK,NONE
2026-04-20 18:53:35,MACH-010,70.36,OK,NONE
2026-04-20 18:53:37,MACH-006,82.17,ERROR,E-03
2026-04-20 18:53:42,MACH-002,88.94,ERROR,E-99
2026-04-20 18:53:47,MACH-002,67.25,OK,NONE
2026-04-20 18:53:52,MACH-006,70.48,WARNING,NONE
2026-04-20 18:53:55,MACH-007,89.38,ERROR,E-99
2026-04-20 18:53:59,MACH-008,70.01,OK,NONE
2026-04-20 18:54:02,MACH-003,82.94,ERROR,NONE
2026-04-20 18:54:05,MACH-009,80.81,WARNING,NONE
2026-04-20 18:54:10,MACH-010,82.15,WARNING,NONE
2026-04-20 18:54:11,MACH-003,73.81,OK,NONE
2026-04-20 18:54:12,MACH-007,78.26,OK,NONE
2026-04-20 18:54:14,MACH-010,65.78,OK,NONE
2026-04-20 18:54:17,MACH-008,70.56,ERROR,NONE
2026-04-20 18:54:18,MACH-001,85.44,ERROR,E-99
2026-04-20 18:54:21,MACH-001,73.3,OK,NONE
2026-04-20 18:54:24,MACH-003,73.82,OK,NONE
2026-04-20 18:54:26,MACH-004,82.28,ERROR,NONE
2026-04-20 18:54:29,MACH-002,70.17,WARNING,E-02
2026-04-20 18:54:30,MACH-008,88.19,ERROR,E-99
2026-04-20 18:54:33,MACH-009,83.89,OK,NONE
2026-04-20 18:54:38,MACH-002,75.54,OK,NONE
2026-04-20 18:54:43,MACH-009,67.06,OK,NONE
2026-04-20 18:54:48,MACH-008,86.86,ERROR,E-99
2026-04-20 18:54:53,MACH-002,79.9,ERROR,E-99
2026-04-20 18:54:54,MACH-007,65.76,OK,NONE
2026-04-20 18:54:57,MACH-008,71.72,OK,NONE
2026-04-20 18:55:01,MACH-009,86.88,ERROR,E-99
2026-04-20 18:55:03,MACH-006,77.5,OK,NONE
2026-04-20 18:55:04,MACH-006,77.19,WARNING,E-03
2026-04-20 18:55:06,MACH-005,67.84,OK,NONE
2026-04-20 18:55:08,MACH-007,70.85,OK,NONE
2026-04-20 18:55:13,MACH-005,83.15,OK,NONE
2026-04-20 18:55:18,MACH-006,79.28,OK,NONE
2026-04-20 18:55:19,MACH-007,67.49,OK,NONE
2026-04-20 18:55:23,MACH-001,79.59,OK,NONE
2026-04-20 18:55:27,MACH-008,82.06,OK,NONE
2026-04-20 18:55:31,MACH-009,88.37,ERROR,E-99
2026-04-20 18:55:33,MACH-001,89.32,ERROR,E-99
2026-04-20 18:55:36,MACH-009,80.19,OK,NONE
2026-04-20 18:55:39,MACH-005,77.67,OK,NONE
2026-04-20 18:55:44,MACH-006,86.98,ERROR,E-99
2026-04-20 18:55:49,MACH-003,82.4,OK,NONE
2026-04-20 18:55:53,MACH-004,74.71,OK,NONE
2026-04-20 18:55:55,MACH-006,85.12,ERROR,E-99
2026-04-20 18:55:57,MACH-004,82.47,OK,NONE
2026-04-20 18:56:00,MACH-005,85.44,ERROR,E-99
2026-04-20 18:56:03,MACH-006,73.18,ERROR,E-02
2026-04-20 18:56:05,MACH-001,66.75,OK,NONE
2026-04-20 18:56:06,MACH-001,87.25,ERROR,E-99
2026-04-20 18:56:07,MACH-007,82.37,ERROR,NONE
2026-04-20 18:56:10,MACH-007,89.34,ERROR,E-99
2026-04-20 18:56:15,MACH-004,81.45,OK,NONE
2026-04-20 18:56:18,MACH-003,79.78,OK,NONE
2026-04-20 18:56:22,MACH-008,74.86,WARNING,E-99
2026-04-20 18:56:26,MACH-001,66.23,OK,NONE
2026-04-20 18:56:27,MACH-004,75.45,OK,NONE
2026-04-20 18:56:31,MACH-007,73.61,OK,NONE
2026-04-20 18:56:34,MACH-008,67.45,OK,NONE
2026-04-20 18:56:35,MACH-004,81.31,ERROR,E-02
2026-04-20 18:56:36,MACH-009,72.55,ERROR,NONE
2026-04-20 18:56:41,MACH-002,89.83,ERROR,E-99
2026-04-20 18:56:45,MACH-004,81.05,OK,NONE
2026-04-20 18:56:46,MACH-001,73.21,ERROR,E-03
2026-04-20 18:56:50,MACH-008,82.41,OK,NONE
2026-04-20 18:56:51,MACH-004,69.81,WARNING,E-02
2026-04-20 18:56:55,MACH-004,86.63,ERROR,E-99
2026-04-20 18:57:00,MACH-001,73.5,OK,NONE
2026-04-20 18:57:04,MACH-008,88.45,ERROR,E-99
2026-04-20 18:57:09,MACH-006,81.23,WARNING,E-02
2026-04-20 18:57:11,MACH-010,84.19,ERROR,E-03
2026-04-20 18:57:12,MACH-003,82.15,ERROR,E-02
2026-04-20 18:57:17,MACH-007,67.85,OK,NONE
2026-04-20 18:57:21,MACH-009,89.79,ERROR,E-99
2026-04-20 18:57:22,MACH-010,71.17,OK,NONE
2026-04-20 18:57:26,MACH-004,72.39,ERROR,E-01
2026-04-20 18:57:30,MACH-005,77.95,OK,NONE
2026-04-20 18:57:31,MACH-002,78.76,OK,NONE
